action-code;filename;flightId;departureCode;arrivalCode;firstEventDateTime;lastEventDateTime;predictionDateTime;latitude;longitude;speed;altitude;distLeft;distGain;dspeed;dalt;anomaly;distance;severity;diversionDetected;firstAlert
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:04:04+02:00;48.104400;25.913000;460;36000;0.58457608311;2.7856857235e-07;4.10842967601e-07;0.0;False;0.192782;5.671875;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:08:04+02:00;48.613300;25.760500;452;36000;0.601671903111;1.98419452192e-07;-2.0361954096e-07;0.0;False;0.197866;5.869740;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:12:07+02:00;49.065900;25.622000;460;36000;0.616925386672;1.77042881727e-07;2.03626631024e-07;0.0;False;0.212841;6.082581;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:16:09+02:00;49.617100;25.449800;460;36000;0.635540961406;2.16063217975e-07;0.0;0.0;False;0.226595;6.309176;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:20:09+02:00;50.111100;25.291700;460;36000;0.652288868549;1.94381466369e-07;0.0;0.0;False;0.236751;6.545927;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:24:09+02:00;50.610100;25.128400;456;36000;0.669253427764;1.96895998319e-07;-1.01365186329e-07;0.0;False;0.243573;6.789500;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:28:09+02:00;51.110800;24.961200;464;36000;0.686287059367;1.97697674133e-07;2.01848936256e-07;0.0;False;0.257235;7.046735;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:32:09+02:00;51.617400;24.787400;460;36000;0.70361804265;2.0114883104e-07;-1.00487565669e-07;0.0;False;0.267267;7.314001;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:36:09+02:00;52.105100;24.613600;456;36000;0.72054415362;1.96449755919e-07;-1.01365186329e-07;0.0;False;0.279489;7.593490;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:40:09+02:00;52.595800;24.429600;452;36000;0.738005409927;2.02660820653e-07;-1.02258271672e-07;0.0;False;0.290358;7.883848;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:44:09+02:00;53.079000;24.243600;444;36000;0.755276051901;2.00448490874e-07;-2.07255604192e-07;0.0;False;0.293595;8.177443;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:48:09+02:00;53.555000;24.056500;448;36000;0.7722870957;1.97435512984e-07;1.0409250076e-07;0.0;False;0.316535;8.493978;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:52:09+02:00;54.037100;23.834100;452;36000;0.791690062585;2.25196922996e-07;1.03167234086e-07;0.0;False;0.319141;8.813119;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 18:56:09+02:00;54.496700;23.491600;456;36000;0.819586525668;3.23775105418e-07;1.02258271672e-07;0.0;False;0.297274;9.110393;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:00:09+02:00;54.956900;23.142100;452;36000;0.847439507768;3.23270451486e-07;-1.02258271672e-07;0.0;False;0.280472;9.390865;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:04:09+02:00;55.416400;22.791500;448;36000;0.874790003357;3.17438435347e-07;-1.03167234086e-07;0.0;False;0.263801;9.654667;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:08:09+02:00;55.879600;22.503700;448;36000;0.897031118755;2.58137365342e-07;0.0;0.0;False;0.259961;9.914628;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:12:15+02:00;56.360600;22.201400;452;36000;0.919855088332;2.64920602375e-07;1.03174418935e-07;0.0;False;0.223702;10.138330;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:16:15+02:00;56.824800;21.838200;456;36000;0.946402864988;3.08121827481e-07;1.02258271672e-07;0.0;False;0.154305;10.292634;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:20:15+02:00;57.266400;21.474300;444;36000;0.972352492305;3.01179518533e-07;-3.09501702259e-07;0.0;False;0.076253;10.368887;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:24:15+02:00;57.736900;21.075700;456;36000;0.999918135148;3.199355019e-07;3.09501702259e-07;0.0;True;-0.017264;10.351623;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:28:15+02:00;58.187800;20.663500;456;36000;0.971963665523;-3.24448347557e-07;0.0;0.0;True;-0.063414;10.288209;False;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:32:15+02:00;58.586400;20.067200;456;36000;0.932292627468;-4.60434517817e-07;0.0;0.0;True;-0.117233;10.170975;True;Alert!
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:36:15+02:00;58.972700;19.473400;448;36000;0.89366494028;-4.48325060213e-07;-2.054214838e-07;0.0;True;-0.030028;10.140947;True;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:40:15+02:00;59.361500;18.857800;452;36000;0.854508389796;-4.54463213598e-07;1.03167234086e-07;0.0;True;-0.031720;10.109228;True;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:44:15+02:00;59.747300;18.227600;444;36000;0.815323798003;-4.54788669838e-07;-2.07255604192e-07;0.0;True;-0.024398;10.084829;True;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:48:15+02:00;60.126100;17.589400;448;36000;0.776534950259;-4.50195540208e-07;1.0409250076e-07;0.0;True;-0.059860;10.024969;True;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:52:15+02:00;60.504200;16.931900;448;36000;0.737474776389;-4.5334463637e-07;0.0;0.0;True;-0.100857;9.924111;True;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 19:56:15+02:00;60.875500;16.266200;452;36000;0.698826969867;-4.4855857152e-07;1.03167234086e-07;0.0;True;-0.152134;9.771977;True;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 20:00:47+02:00;61.218600;15.630600;444;36000;0.662727974618;-4.19131934437e-07;-2.07332607946e-07;0.0;True;-0.191572;9.580405;True;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 20:04:47+02:00;61.648500;14.806500;452;36000;0.617045932944;-5.30200112272e-07;2.07255604192e-07;0.0;True;-0.333039;9.247366;True;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 20:08:47+02:00;62.021000;14.064900;444;32450;0.57696501265;-4.65191739717e-07;-2.07255604192e-07;-1.20386892953e-06;True;-0.026404;9.220962;True;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 20:12:47+02:00;62.375500;13.336100;456;26630;0.538495270688;-4.46491898359e-07;3.09501702259e-07;-2.28668742445e-06;True;-0.072413;9.148549;True;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 20:16:47+02:00;62.697000;12.651500;396;22450;0.503130266747;-4.10457334502e-07;-1.6346920894e-06;-1.97695158228e-06;True;-1.169177;7.979372;True;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 20:20:47+02:00;62.995500;12.066800;372;14080;0.474074771573;-3.37227195617e-07;-7.2539461467e-07;-5.31863382407e-06;True;-1.480086;6.499286;True;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 20:24:52+02:00;63.342300;11.712200;264;7800;0.45991717493;-1.6432704593e-07;-3.94199572293e-06;-6.6628775971e-06;True;-2.033403;4.465883;True;
div-check;24871421.xml;4968782;AYT;SFT;2013-07-13 16:26:19+02:00;2013-07-13 20:28:52+02:00;2013-07-13 20:28:52+02:00;63.456200;11.341700;172;3900;0.440815214089;-2.21703352384e-07;-4.89807739814e-06;-7.73754255648e-06;True;-2.085268;2.380615;True;

