id;trackId;aircraftId;latitude;longitude;bearing;altitude;speed;squawk;radarId;equipmentType;registration;eventTimestamp;origin;destination;flightNumber;onground;vspeed;callsign;eta
19865426;24936159;3958344;48.3727;11.8964;264;2180;156;16708;5681;A321;D-AIRH;1373793545;MUC;LHR;LH2472;0;0;DLH9LT;0
19865750;24936159;3958344;48.3718;11.8857;264;2030;156;16708;5681;A321;D-AIRH;1373793550;MUC;LHR;LH2472;0;0;DLH9LT;0
19866175;24936159;3958344;48.3714;11.8806;264;1950;156;16708;5681;A321;D-AIRH;1373793555;MUC;LHR;LH2472;0;0;DLH9LT;0
19866970;24936159;3958344;48.3711;11.8759;264;1900;152;16708;5681;A321;D-AIRH;1373793565;MUC;LHR;LH2472;0;0;DLH9LT;0
19867231;24936159;3958344;48.3703;11.8653;264;1780;156;16708;5681;A321;D-AIRH;1373793570;MUC;LHR;LH2472;0;0;DLH9LT;0
19867641;24936159;3958344;48.3699;11.86;264;1700;156;16708;5681;A321;D-AIRH;1373793575;MUC;LHR;LH2472;0;0;DLH9LT;0
19868349;24936159;3958344;48.369;11.8492;264;1580;152;16708;5681;A321;D-AIRH;1373793585;MUC;LHR;LH2472;0;0;DLH9LT;0
19868728;24936159;3958344;48.3686;11.8438;264;1500;152;16708;5681;A321;D-AIRH;1373793590;MUC;LHR;LH2472;0;0;DLH9LT;0
19869130;24936159;3958344;48.3682;11.8389;264;1450;152;16708;5681;A321;D-AIRH;1373793595;MUC;LHR;LH2472;0;0;DLH9LT;0
19870395;24936159;3958344;48.3675;11.828;264;1300;156;16708;5681;A321;D-AIRH;1373793605;MUC;LHR;LH2472;0;0;DLH9LT;0
19870723;24936159;3958344;48.367;11.8227;264;1230;156;16708;5681;A321;D-AIRH;1373793610;MUC;LHR;LH2472;0;0;DLH9LT;0
19871131;24936159;3958344;48.3666;11.8171;264;1180;156;16708;5681;A321;D-AIRH;1373793615;MUC;LHR;LH2472;0;0;DLH9LT;0
19871954;24936159;3958344;48.3663;11.8129;264;0;152;16708;5681;A321;D-AIRH;1373793625;MUC;LHR;LH2472;0;0;DLH9LT;0
19872211;24936159;3958344;48.3657;11.8055;264;0;104;16708;5681;A321;D-AIRH;1373793630;MUC;LHR;LH2472;0;0;DLH9LT;0
19872617;24936159;3958344;48.3654;11.8013;264;0;68;16708;5681;A321;D-AIRH;1373793635;MUC;LHR;LH2472;0;0;DLH9LT;0
19873321;24936159;3958344;48.3652;11.7992;256;0;36;16708;5681;A321;D-AIRH;1373793645;MUC;LHR;LH2472;0;0;DLH9LT;0
19874101;24936159;3958344;48.3646;11.7973;240;0;32;16708;5681;A321;D-AIRH;1373793655;MUC;LHR;LH2472;0;0;DLH9LT;0
19875328;24936159;3958344;48.3637;11.7955;234;0;32;16708;5681;A321;D-AIRH;1373793665;MUC;LHR;LH2472;0;0;DLH9LT;0
19876100;24936159;3958344;48.3629;11.7937;234;0;20;16708;5681;A321;D-AIRH;1373793675;MUC;LHR;LH2472;0;0;DLH9LT;0
19876684;24936159;3958344;48.3624;11.7931;208;0;20;16708;5681;A321;D-AIRH;1373793685;MUC;LHR;LH2472;0;0;DLH9LT;0
19877184;24936159;3958344;48.362;11.793;182;0;20;16708;5681;A321;D-AIRH;1373793690;MUC;LHR;LH2472;0;0;DLH9LT;0
19882168;24936159;3958344;48.3601;11.7933;174;0;8;16708;5681;A321;D-AIRH;1373793750;MUC;LHR;LH2472;0;0;DLH9LT;0
19882592;24936159;3958344;48.3601;11.7933;174;0;8;16708;5681;A321;D-AIRH;1373793755;MUC;LHR;LH2472;0;0;DLH9LT;0
