trackId;origAirpoLat;origAirpoLon;oriCity;oriName;destinAirpoLat;destinAirpoLon;destiCity;destiName
24936159;48.353783;11.786086;Munich;Franz Josef Strauss;51.4775;-0.461389;London;Heathrow
